Sentiment,Tweet
4,Surprised me with Military Ball tickets. 
0,watching The Ballad of Jack and Rose - Camilla Belle doesn't ACT. she whispers pre-defined words. 
4,@billyraycyrus billy ray the irishman  i think i'm part irish too! hm so miley and i could be related.. ahaha 
4,"@SanMo Orange is awesome, I was visiting for a week and I went there twice... they have a great FRESH seafood salad... not a mayo fest "
0,@Moniqueex33  guess we jus gonna have to reschedule then even tho it sucks lol that was a nice plan layed out i had
0,i have a lot of learning to do!!! english 
4,was talking to trinella and joey 
4,"@nessie111 yes they open at eleven hun,  thank god hehe ;) xxx"
0,@MGChislett yay im so excited bout tai coming back to aus! you shd so come visit horsham yes? we miss you here  haha
0,Doing college work how boring  
4,Is Dying from Sunburn... i must remember Suncream is GOOD... OIL is BAD! 
0,"Oh man! First the Bruins, now the Celtics "
4,@Jooeeyy haha okay. just wondering. 
0,I ate too much toast and now I'm sick 
0,@cr1m50n sounds like were having the same problems and kinda morning. Great. We need go home d have a pity party on the couch and get fat 
4,@salandpepper no was just performing a card trick 
0,"@yourlegsgrow y'know, that really isn't cool.  your phone hates me!"
4,@davidgillespie The Beatles? Those scousers with funny haircuts? More talent in The Banana Splits! 
0,portobello road and wimbledon for a bbq 
0,I hate that I get like 3 channels on my tv  in my room now  it sucks
4,"@frigginmuffin Viaaaaa, you're on Twitter! "
0,My kid put a rusty nail through her shoe and into her foot today. Went to the hospital for a tetnus shot. FUN FUN!   
4,chillaxin.. enjoyin my mexican food &amp; a movie 
0,cubs game today! BOX SEATS!! cant wait... but really wish zach was here 
4,its really hard living in minnesota when you have a hollywood mentality...i wanna move back to los angeles so bad...my second home 
0,@Tweet__Me_Right  Yes very sad but he looks so feaking hawt in all his pain.  
0,I couldn't have come to pride wkd  Oh well at least i can chat to y'all on here &amp; #bpd. You'll have awesome time look 4wd cin pics
0,zoo cancelled for today due to storms   sucks
4,@ajbriones i didn't realise you had a monome! cool stuff! 
4,Twitterberry  missed ya
0,its rainy season in tokyo  makes me wanna just roll in bed..
0,"@Warship1 It's complete BS, it was a lottery, you were lucky, and if you happen to be lucky again then you should have any problems. "
0,@xlbinney at least you dont have to walk all day then put up a tent  then walk again the next day which its supposed to be raining then 
0,"Fuckk, looks like i gotta' take the reasoning tests.. AGAIN. B00 "
0,"it's so sad when someone has to come to the hospital, to see a sick loved one....so sad "
0,@maryrstanley $450 worth of brake issues. Boo. I need a new one. 
0,thats wat im feelin like right now. sucks 
4,@MichaelCox I wasn't looking as I typed 
4,"@NickJewell In fact, full screen mode is even cooler "
4,Me and my dad meet up for breakfast..was nice catching up. Always make me feel like a 'girl' again 
4,i can't wait for him to come home 
0,Yeaaaaaaaaa I failed algebra So now I get to go to summer school!!!!!!!!!!!!! 
0,wave would trend higher that bing 
4,Lol sure did and yea in a great way  lol do jai ho!  by puppy cat dolls!
0,"going 2 watch family guy. need to go to bed soon, have maths exam 2moro morning "
0,Oh no! My folder has exploded! That's a semester of notes all over my floor. 
4,"@DAREvolutionary thank you, and you also "
0,holiday puuurlease 
0,"Watched Greys and now I'm on to The Hills!!! Fun Monday night! T and J txt, although I think T is more interested than J!!  xoxoxx"
0,"@kayleelovexx Poor puppy! Puppies should never be sick, it's just no fun "
0,Just spoke with o2... And has discovered he can't afford the new iphone on Friday 
0,"@RachieRach3 Trip is going great, thanks! I think I burned yesterday, but the storm is gone and weather is fantastic. Back on Sunday. "
0,wish I wasn't so skint. quite bored!  could be at a party but noooo.
0,"@WestEndUpdates Nooo - I'm still stuffing envelopes with DVDs, need to go to the post room in a mo "
4,@JAsunshine1011 u crazy i sent a big good morning out to my tweet fam... 
4,@cherie_chan thank you  see ya ++
4,at waho with my twin  hashbrowns n waffles &amp; my other half. what could be better?
4,Still blushing about what happened at the awards ) he just texted me &amp;asked if he can take me to the top of the world 
0,"Its been a while.  Why did I lose over 20,000 songs on my external hard drive?!?!  Now I have to start over at square one "
0,im missing my Vegas family in a big way 
4,Potato Chips by Slim Gaillard is such a great song 
4,"@wlwarriorsuzie Hey Suzie  Wouldn't say ALL humans are like that, but most of them perhaps ;) Have a grrrrreat week! Keep well!"
0,@KayoThePrince oh shit you in the ATL? dats wazzup . im in columbus ga.bot that far from there. wish i was a club person.but im not. 
4,@Rock_My_Soles Very cool! Thank you! I love working with athletes - they make good homework students. 
4,LARP today - and I want to get a few more photos done. 
4,playing singstar and got some new dresses  yeaaaah
4,"this is a big tune, listen to it, trust me U'll like it for sure  http://bit.ly/fOWdW"
4,"Got stuck, went for walk in the rain, got inspired, back @ the office... wet "
0,no luck for activex on mac  why cant computer companies all just play nice togther
4,"well tweeters and blippers, going off for a bit. have a great one! "
4,time for a day in bed 
4,goodmorning twitters!! such a lovely day 
4,@zinf ur right - im being lazy though - 
4,Happy Birthday to meeeee! 
4,"@Goddess00 I was like, hmm..u lost ur cell..ok, I'm looking to see a new cell when u get up in here and sure enuff!! He's a sweetheart "
0,big headache 
0,"i hate that feeling when your soooooo hungry, but NOTHING sounds good "
4,good bye tworld 
4,@loudavis I'm very jealous! Have a nice time at Lyme Park 
4,"@sarawhat i've never been, but you totally should. what's the worst that could happen? "
4,@cluckhoff hello darling 
0,@EmeraldDiscount Hey hun. What's up? Under the weather or something else? 
0,sickk with the flu 
4,@BentoSet looks like an outfit I'd wear 
4,@carlmayer Carl...did I ever tell you that you were a nice guy. Thank you 
4,@nitinsgr oh ya! IIT serenity applies to the company available! so no point bhatkoin akele... comes back on 1st 
0,@nerdyboytko Lmao. On My Blackberry No?!  lol.
0,"is hungry, revising and bored "
4,2525: Moest lachen om 419 t-shirt kapper Montie. Blijkt het officiele sponsor Dunya. Multiculti-business  htt.. http://tinyurl.com/r97dkw
0,According to the WHO you will live longer if you are born in any of a number of countries besides the United States.  Our health system 
0,I learned some belly dancing today. I totally suck. 
0,went slightly too far in box splits now my inner thighs hurt 
4,"Eew the basement is so effing gross. On the plus side, I found some old cd's like Dave Matthews Band and Cake and Everclear! "
0,I definitely do not feel like working today 
4,@joeymcintyre We can't believe you waited so long to Tweet too...What has gotten into you  lol Love ya Joe!!!
0,@jamie_ox there dirty   lol i hate them xx
0,YEP YEP!! working again.... and youtube is maintenance the site T_T gotta go bx to work now.. urrr 
0,"I love you, obama, but did you have to schedule a press conference during the price is right? "
0,watching quantum leap at work...what a classic...but so sad at the end 
0,@arkbites1  This is turning out to be a great game. Tomorrow holds promise!
4,"just got back from the lou, the seafood was wonderful!!! "
0,I tripped going up the stairs and banged my hand against the wall. Now i can't move my hand  fuck my life.
0,i will do anything to meet justin. 
4,@KimKardashian Hey Kim ! how are you ? have a good night  xoxo
4,eggs and coffee 
0,@gfalcone601 How come?  Go have some pain killers and some sleep! xx
4,@chiefie im down with that 
0,"Super fucking sick, this sucks "
0,The last Titanic survivor has passed. RIP Millvina Dean 
4,updating pics from yesterday from dogshow. I handled a lil Deli for the first time what I handled a dog  Love escorpiones blancos &lt;3
4,"@wickedlibrarian Dolphins are intelligent, but they lack opposable tentacles. "
0,@dorkydeanna im sorry.   I don't know what to do..
0,All this kenny rodgers talk on twitter is intimadating to kenny rodger virgins such as myself 
0,@AmazingPhil go back into the room when u can  charlie is mean
4,my #followfirday buddy is @aaqil4 follow him 
4,"@blockhead4eva name's always been lower case, just added a little joe to my window "
0,"I slept/layd around all day ran this mornin n dat BLAZIN sun im draind, tired, lazy &amp; chillaxin Housework NOT done  dnt feel like goin out"
4,@Tray_Sea Cann't be to rude as we are in a public place 
0,"Working on photos of yesterday's work. Then need to build frame for my booth banner. Oh, and got a new workbench yesterday! Unassembled. "
4,@shadydeal Harroooo! [waves happily @ the newest member to Twitterville] Welcome! 
4,@elliekaulitz haha I know right! I'm sry this is still weird its like I'm channeling in my TH fan friends! 
0,I was just refered to as the &quot;runt&quot; of my family...never thought of it that way 
4,@jacklynk Actually I did not know this. I never go to that one. But...$5 footlongs?? Really?? 
4,@katedavis Ah bit.ly... [shakes head}... Let's try that again 
0,just waiting to meet some friends at Perkins before our all staff meeting 
4,@Sarai_J i totally aggree with ure view on beauty...hope you have an amazing happy filled wk 
0,Made it home in record breaking time. Slightly was a waste...@broadstbanks has stolen my BFF 
0,"@NerdyNerak The neti pot is the best thing I've found so far. Zyrtec kind of helps, but after awhile, I'll build up an immunity to that. "
0,"@ the parents, the lawn-care people are out in full force and the parents dogs are defending their territory..by barking..a lot  "
0,Nothing says Happy Father's Day better than his daughter greeting him with a bedroom floor full of puke.  Poor Seth. 
0,going to bed. aargh so worried about these exams tomorrow  please give us nice ones (yn)
0,@lowster I worry for Janet though.. I think she might go...then have a breakdown!  
4,Going to work with my dad  good morning..   oh and wtf! im suppose to pay $70 for my cell a month and now i owe $122! fuckn ridicoulus!!
4,"@bannedaccount Sure I will, thanks. "
4,@dawn_sleeper we're watching that pelham movie so i get to have my lulubelle! so how are you spending your last day of vaca? 
4,sunshine here i come! productive day today and then will reward self with Heat later 
4,"@DavidArchie i felt an earthquake when i was in 4th grade.. it wasnt that strong,it even felt kinda funny!lol. im glad ur safe! "
0,"Daniel was exceedingly tough through shots, and four stitches. The worst part?  Hearing he's out of baseball for 10 days. "
0,@Cynnergies I can't DM you   I think you'd have to follow me.  We're staying at The Luna Simone Hotel 47/49 Belgrave Road in London.
4,Glad Diversity won BGT last night 
0,Headache 
0,going to bed. foot hurtin like hell &amp; so is my head  *Jessi Ann*&lt;3
4,@duc1701 huh? u mean thats NOT normal elsewhere?  
4,an interview scheduled at 16:00 today got postponed (again). this has made room for some web activities i wanted to experiment with 
4,"@rhysmccleary yes, you do. Thanks for the laptop, it pleases me no end. "
4,@Joy_Inc I am not down on a monday 
0,"OK... so Kirstina's, then jamie lous.... then maybe Nikole's (Long Beach) all the way to Pasadena for Hannahs??? Yikes "
0,My mom said I can't read right now. 
0,@babyLOV3 yeah its bumpy too  I think that's what they call stds.. Bahaha jkkk! I miss u chicka!! &lt;3 xoxox
0,aaaaaaaaaaaah i want my picture back! 
0,@heyjayne! Why wtf atl?! 
4,mornin'  off to a busy day
0,@cambudo I like Stat Wars but never got into Star Trek 
0,"Oh, I haven't Twittered for a while. The reason is that i haven't used the compuer lately (Thanks to my bro) "
0,Annoyed by a spam email I just got about a gig from a band I've never heard of that's in another country. Plus they've exposed my email 
0,Working on Jully 
0,"ohh greaat, gotta go revise....whaat now, english, science, the list is ENDLESS "
0,Have spent half of the day troubleshooting something that wasn't even within my control. Clusters doesn't always mean high availability. 
0,Todays post is SUPER EXCITING! Check it out. but no deals  well it's not even that exciting. Wha Whaaa. http://www.chicrunner.blogspot.com
4,@Sugarlandx3LOVE but i have my 2nd chance at a key 
4,had time off and headache has subsided. Going back to work. Hope it goes well. My guy has been ZEE BEST through all this! Love him lots! 
0,Not happy right now  It's the jealousy... &lt;/3 -dies- ._.
4,So I finally finished the cake.  http://twitpic.com/6qcig  I'm going to tweet this several times this weekend. You've been warned. 
0,@iqh PFFT..... WHATS WRONG SEH. WHAT I DOOOO.. 
0,"Anyone else tired of the Market Place not working right today? I want to download Rocket Riot, but cannot.  I'm a sad panda "
0,"@fibrefairy I hoped not, but with all the cases in Brum, schools closed, etc., I hear the question asked several times a day "
0,"wellll, i was gonna go see fall out boy today, but its postponed because the rain  laaaameee"
4,I thought everyone was on twitter. Cannot find any of my friends on here!!!!  
0,@msmirandamarie they want to take model pics!!! I'm not a model at all!  
4,@tommcfly i cut my skin off my leg with a razor.. it hurt! OWWW only fletcher can make it better..MAKE IT BETTER PLEASE ?!  xx
4,"Vacuuming, and then camera shopping "
4,&quot;Intuition becomes increasingly valuable in the new information society precisely because there is so much data.â?- John Naisbitt  Use it! 
0,@lliswerryguy no cos its now 22:30  you need to ring me to tell me stuff like that! Lol
0,@jackiebug u didn't call! 
0,"@MooseMystique haven't seen it yet, we watch it on netflix once it come online. So well probably see it tomorrow. "
0,I forgot that I'd bought a Wispa this morning &amp; left my blazer beside a window and now it's all melted 
4,"Whoops, didn't mean to stick the URL in there twice. Sorry. Can I claim SEO brain? "
0,@pogue http://twitpic.com/6r6cl - One Child Left Behind 
4,@marlynn16 oh cool (: i'll take a look in a bit. just wondered if you had haha i haven't checked in a while 
0,@stompthewalrus  blame magoo... its his fault!
4,"@sczepanski oh yeah! LOL! I guess, I'm pretty much rambling a lot.. "
4,"@BeeReel LOL.....no prob, glad I could help "
0,I'm weary now. Long day at work. Beer and scampi on the way. Must do some work before staff meeting in the morning! 
4,Anyway I barely slept last night so I'm gonna lie in my bed and listen to my iPod for a while and if I fall asleep so be it  x
4,"good night all...... this wookie is retiring for the evening...... yyaaaawwwwnnnn, sstttrreeeeetttccchhhhh........ "
0,@twinkleboi 1.Thanks I bet Vodafone are busy on Saturdays  2. Thanks for the follow friday x 3. I could change my profile either. xxx
0,Shld i buy AA things? omg $300... 
0,is up early and got a long day ahead 
4,@julie_moore to see thier faces when they realise that they have no home comforts  lol
0,Singing a Whole New World and now he came in too early 
0,"@jermak99 Aw, I'm sorry work sucks!  Just imagine you're Rob's nurse and you're making him feel alll better after his accident today! LOL"
4,http://twitpic.com/6d0u2 Take a look guys. Can u see his eyes full of passion everytime he sings? I can see it! 
4,The MUSIC is great 
4,"sending 2nd email on for an internship at Cliche' magazine - would be fun to get! looking to make this a busy, but the best summer yet "
4,"@cherriv Good Luck , sorry i can't make it today ! Have fun "
4,@Cardinal_Fang  
4,"BTW, my mom's surgery went well! "
4,"Good Morning, Happy Monday, and Happy Birthday to Jonah  My &quot;baby&quot; is 13 today..."
0,"Hmm. Makes me wanna edit a picture of my sister with a twin. Problem is, I don't have an editing software. It's all expired. "
4,@SportsSoup Not that you need ideas for the show but Shean Avery was just on Jimmy Fallon... Might be something there to poke at 
0,BGP ist soooooooooooooo toooooooooollllllll 
0,IT IS TIME. GNAAAAARGH. 
4,@cbadov Oh great - now I'll be following all your twilight recommendations 
4,"@jimmyfallon   You are so talented, and deserve every accolade that comes your way! Continued success in everything you do! "
0,@MCRsavedMilife  uhh. i wish i had something to talk about.
0,At Best Buy... Hopefully the Geek Squad can figure out why my iTunes won't recognize my new ipod touch... 
0,"now it's 9 more minutes. isn't waiting fun.   oh and also, I have nothing to say."
0,@Esmith22 ok ok you win!!! You are the ultimate white girl  we shall meet again!!
4,@sonnygill We've decided to go camping at a local lake. The little one is bouncing out of his socks in excitement. 
4,@smashley_ashley  GOOD PLAN!!! But you should find some in advance..then you can have a little stock pile! LOL 
4,"Mmm, lol I still could have done it this past week, it's all good though. Next time. "
0,eww just don't look at me like im not standing here dumb ass! 
0,@geogurl  I hope things  get better for you soon.
4,Going to watch Wizard of Oz (1939). It's gonna be awesome! 
4,Nother great show with Cortese in Ft William!!! 
0,Took a pic of it. Tried to twitpic it. Can't figure out how to do it 
4,met jennette mcurdy at the tay swift concert and ai finale  got pics with her too 
0,My last day working at Mystic Sbux today...   At least I get to see all the good people!
0,"I want to test out tethering, but my iPhone has decided to die "
0,OMG thys crap hurts @DCMarquee:yhu did thys to me 
0,"Lord Jesus, I love my city I do but PLEASE help me get out of in an expeditious and fluid method. Thank you! I miss Cali "
4,Baby is a little free-er. the IV got taken out and she can move around more. Of course it's almost bedtime now 
4,is at work ready for this day to be over with..ready to go out 2night..ready to get it poppin 
0,what happened to you? no one gets me more upset than you do 
0,@TaLisaDuhhh you stopped followin me? 
4,@_Oodledoodle s'all good we want ahealthy sized group goin with us 
0,"@LauraNo yes, send the conservakook rightwinuts to Guantanamo.  after all, they're no better than the Taliban, which THEY want to emulate "
0,trying to find something to do 
4,@toosweet4rnr Awww! I'll blip something special for you and @LexiePixie when it's back up. 
4,@zeashanashraf oh yes! Niceeeee 
4,it has suddenly occurred to me that i finally have a life outside networking   (facebook/myspace/bebo/twitter etc)
0,"Good morning all, off to work in abit. Been waiting for Iphone 3.0 software but still not out! "
4,Put it on 96-5 Kiss FM...I have New Kids On The Block and MIMS tix all week! 
0,"wtchng pug jelly's vid, dari kelas 4 sd pengen beli cdnya, tapi gk kesampean...well kay then, they ended up to be a 1 hit wonder "
4,"@iloveparamore98 Haha, not 400 times, just 400 points!  For biting other people!  "
0,@KendraWilkinson I can't watch it until next week cos i live in England  But i'm still excited for next week haha
4,@1Omarion whats good O you must be tryna up yo followers 2 ya'll could return and follow us back 
4,"Had problems falling asleep and am feeling not-so-great in general. Upside: Managed to sleep until my alarm woke me at 7am! Meh, Monday.. "
4,@JonathanRKnight you are in need of a Starbucks Coffee 
4,Picked out 2 of the court songs 
4,@sarahliesegang Now I dreamt that Pete visited me at home. Oh my god :'D I love those dreams. 
4,@multishow escutem nossas musicas  http://www.myspace.com/imperpheitosrockers 
4,"hubby is home early, so much for my nap  not that it would have really happened anyway... to bad we can't get a jumpstart on the weekend"
0,no one ever sends me anything on hereeee.  
4,@seankingston come to canada please 
4,Wants the sun to come out! PLeaseeeeeeeeee! 
4,With sam and his brother watching harold and kumar  funniesttt movie haha
0,@euniqueflair oh.  my.  god.  I wish I could be there  I've always wanted to go to a VGL concert.
4,sitting in the Calgary airport editing video and waiting for my ride.  #YYC
0,@superarin iya rin. Udah. Jdnya ngegembel deh. Huhu. I hate it 
0,Censorship by the Govt= BS!!! Everyone pay attention to what's going on in Iran today..  twitter is the best outlet at this point...
4,"@DenalisAngel *hugs you tight* Love you sis  If you need me today, dm or email me!"
0,preparing my thoughts for the moving out of my son.....when did he get so independant...  
0,"@HouseOfKarnage god bless you for saying hitman, i was worried no-one would  &lt;3 u karn"
0,He haunts my dreams night after night. Whyyyy. 
4,"The new word is &quot;demonish&quot;... Thanks, Chelsea!! "
0,Yay I talked to Lauren  she still hurts.   Lol I saw Observe and Report. dude but wtf so much male junk. grawww wth....
0,home bored. sucks the weekend is already over. 
0,Ive had a migraine headache for a week straight. Its getting old. FMY. Help ! 
4,@BarelySeeAtAll Haha Yup  I can see that.
0,i very hungry eh! 
0,Moved grandpa outside today to get some sun. I hope vote me the dogs lift their leg on him 
4,"@markdavidson - I've been meaning to say, I am your long lost brother, Dave ... "
0,and guess what insanelymac is down 
0,@AnjelusX I had russian women wanting to be my friend but no chinesse. 
0,@blackandebony Where the hell are you? Did you take a long walk off of a short cliff or something? Reply me... 
4,@davech Happy Birthday to you 
0,Stupid thunderstorms cut my date short. 
0,"0n my h0me fr0m Tiendesitas, bought my birds their supplies. No txt from Dan today "
4,The MacOS recovery DVD for my 17&quot; powerbook is 10.3 
4,aww i missed the earthquake. hope everyone's okay 
0,Barb-E-Que pool party!  awessssome!!!! ï¿½_____________ï¿½  enthusiastic or sarcastic?  ..even i dont know &gt;.&lt;  God i hate this weather 
4,"@filmnoirgirl him, Tom Jones, nick cave, spinal tap, lady gaga, the rakes, ff, echo and bunnymen ETC SOB SOB "
0,"Sitting in the common room revising for the last exam, urgh this one is taking it out on me  but at least im looking forward to tonight "
0,Wonderful. My bank is completely fucking my account right now. I'm $240 overdrawn because of idiotic holds they've put on the account. 
4,my new msn has finished... i'll see whats it like now 
4,@StephxRod did you steel any ones best friend lately? 
4,Ok i here now so nobody worry 
0,Sims 3 wouldn't work on my old macbook  hope to get Sims 2 by tomorrow.
4,I love Mentos  Goodnight everyone!!!
4,@30SECONDSTOMARS Guys i've been ready!!!! I am soooo ready!!!! Dang it... now i'm all excited and stuff 
4,#gonzpiration yeah! bravooo!  and somebody get him a new sock  (World Record Attempt in Paris live &gt; http://ustre.am/2X3V)
0,"Going to Daylon's memorial service, going to be a rough few hours seeing everyone grieving "
0,about to watch &quot;he was a quiet man&quot; anyone watched it? scary yes/no? thoughts? its 2am so warn me if its scary 
4,What you are baby  Goodmorning Ben!
4,"issue in the Jon&amp;Kate saga that can be dropped. Actually the whole thing can be dropped IMO. OK I'm off my soapbox, all done now, promise "
0,How did i miss that there's a 5th edition of Javascript:The Definitive Guide 
4,The final chapter of my story is done! It's longer than the rest but it is the final chapter. Read it and tell me what you think. Thanks 
4,@AbsolutelySuper So you had dinner with them and you were at rehearsal? Fill me in damn it!!! haha 
4,Goin 2 get my cap n gown ordered! 
4,@shanucore Futurismic 
0,Going to oban today!! Love it there!! The only bad thing is that it's raining from the heavens!! 
4,@mikeywhite bring me back some redbull. 
0,@nelia39 if it wasnt when i was right in school i would 
0,@amirahamir Siuk tu jua! haha Sleepover ! Yes pleeeeeease come. I don't know when I'll see you again before I have to fly 
0,"@mrtorture it's been two days, I've left her alone though. I mean I would occasionally pat her just to feel if she's breathing  (paranoid)"
4,Finally got all my shit sorted out that was on my to do list today....finished early too. 
4,"@CarrieChute ahaa, you too love.  xx"
0,want to see him so badly 
4,@brandonblaine that is crazy! never seen one in person. not sure I want to ever see one. 
4,@doubledmix hey hey  yeah i'm good thanks - how about you?
4,@shermaineee Thanks babe. Probably going to make hot milk later on. Haven't been eating for days already. Lol! 
4,"@happylovesChuck Haha, yes I am, just having some #Chuck coffee first.   #ChuckMeMondays"
0,"My daughter (3 year old) just cut her hair, to the skin on the right side. All those gorgeous blond strands had to be cut off today! "
4,@RedHeadDreams Very good. 
0,why am i leaving brazil? 
0,FINALLY...the internet is up. The server is down in Phoenix and it was fucked up. 
4,just finished my shoot with @patricktriplex.  It went really fuckin well.  We were listening to Led Zeppelin...I had a great time 
0,Watchin free willy bored have a headache 
4,"Just signed up, looking to see how this thing goes. "
4,room clean comin along nicely. think ill spend the evening ere being all cosy and cuddled up if a certain someone wants to come cuddle! 
4,Blimey its hot! Glad ive got another week to avoid a hot kitchen and keep cool in a pool! diet cokes on ice! ... 
0,The ticket inspector took away my used outbound ticket. Doesn't that make it all invalid? Now I feel bereft of part of my travel memories 
4,time after time... another day at work. movin into the apt today 
4,Mmm. Pan fried noodles 
4,"@xJane Well, since I'm on the subject, maybe I'll complain about it some more. "
0,@grace6697 Im not seeing it because I didnt want to go by myself 
0,Rain rain go away! 
4,"ok outta all 981 of my followers, only about 10 of u ive talked to lol dont be shy i dont biteeee "
0,Ugh iu justthre up  I hate thispart right now yiugh I am so glad 2 b hown I fucking hate throweng iup 
0,Here's the shark: http://tinypic.com/r/282qddf/5 I was hoping it'd be alive 
0,@whysoslytherin yeah cause it's only a crappy paper one. Wouldve been better plastic or canvas I want to keep wearing it 
4,home from jacob's  tiiired bout to hit the sackk
4,@Rosy_Posy that sounds wonderful!!  I shall have to try it one day soon! 
0,zomgitskrystal happpppppy birthday......apparently you dont get my text messages. 
0,"@elesbells I LOVE IT, Well, it actually sounds horrible right now  Can't wait for the next chapter, so excited  THANK YOU"
0,@Teanah I feel bad for Parish and Garnett. Poor guys. 
0,neeeds blue tack 
4,Have conquered the Mirage move  Haaa man so fun
4,"Great tit fledglings in garden well cute &amp; field vole munching on left over bird food, off down allotment later "
4,"@atomichris and @rsesek well if i had to deal with it, it was only fair to make others suffer as well.   sharing is caring!  "
4,@explosivityy When's your math placement? 
0,@myers41 it's horrible!!!  http://tinyurl.com/yq2hoc http://bit.ly/In2Oq http://bit.ly/752NI http://tinyurl.com/pdeyqp
0,Seoul airport is brilliantly laid out.  I'm embarrassed that Dulles is America's capital airport.  Duty free is all closed though 
4,@tatrtalk Oh sorry!  Didn't mean to dismiss other marching shows.    That was just a kick-ass show for us..we got 4th at state that year.
4,loving Bahamian holidays... have the day off 
4,waaah! I didn't get a good nice sleep last night! ..so sleepy now! haha 
0,@Bonnie311 I lost my berry a couple of weeks ago  I miss her!
4,@ooga_booga takes the tix! DM me a name for the guest list please. 
0,"@mitchelmusso i think i hung up on you the other day, i'm very sorry. i'll try to call again sometime. Michigan? You never say yes "
4,"Rain is tipped from the sky and hurled against my windows by some cosmic window cleaner - thanks, saves me a job! "
0,@diannao Sometimes the shock of fresh water or temperature changes can do them in.  
0,"tempted to book @VirginAtlantic New York flights for Sept, but we should be saving, not spending "
4,"@clare166  I did a bit of research on this... Sit within four rows of an exit, keep your shoes on, and don't fly with cheap airlines..."
4,@ashkash1212 thank you for the love hun 
0,@brianamariaah You wish 
0,@HelenGoytizolo hahahah so true!! I wanna buy the damn album but my dad wont take me 
4,Pre-ordered Karnivool's new album today. Getting it on Friday!!  
4,My mum is worried i'll &quot;get hit on by males and be taken advantage&quot; in USA. i assured her my wife and everyone i know will protect me 
4,is watching angels and demons  &lt;3 for free at http://FreeTheaters.com..
4,@letsridebikes too funny.  I'm just glad the hiccups are gone!
4,"@moodleman Hey mate, send me a list of ppl you would like added? gmail nickhac   Thanks!"
0,No grades till tomorrow. Now feeling uneasy about JK8. 
0,"mmmm....  chicken fried chicken sounds good right now. don't think I'll make #cfsclub, though "
4,@corinh I'm drinking the Waiheke Cabernet Merlot that @TheWineVault talked about recently  Does that help?
4,"@nickolaswriter I /knew/ it. BTW, TY for the rec on Mr. Tweet, it rocks out loud "
0,Is so glad she kept waking up every few hours again! I just want to sleep properly 
0,"If you need me, I'll be in meetings all day  Feel free to send some love."
0,Just fed the baby and now I can't go back to sleep 
0,"Purrrrrrr. People keep passing me, but no one pets my belly. "
4,@lilyroseallen happy birthday  x
4,@ShaineMcpain  heey  u look soo familiar. . btw ur beautiful..
4,Quality time with wife and daughter 
4,I am sooooo looking forward to photoshoot next sunday.. My 50's outfit is wickeddd!!!!  xxxxx
4,Just saw the movie Up!  It was AMAZING! 
0,SNAFU: mixup on the seller's part and they're out of R1 #ValkyriaChronicles. The universe is conspiring to stop me from playing this game 
4,I feel like i'm in ireland right now 
0,tssssssss 
4,@xLoor Oeh where where? Tell me  PS. imissyou! x
0,@Ashley_NK Oh! LOL. You should come! You never come with us. 
4,my heart feels like its going to explode. i deserve soooo much more. and you deserve to eat my dogs shit asshole. 
4,@vixensfantasy Have a great day and don't let the kids punch your buttons punch theirs LOL. 
0,Dont want to give the puppy back I love her 
4,Watching Neighbours from Thursday!   Fridays next 
0,Fact: my eyebrows are starting too look like pete wentz's eyebrows again 
4,Church is over &amp; I survived!  Mom was a sight to see tho! Her eyes cudnt stay open for the life of her! Lol
0,morning all. Its another gorgeous start to a day here in Glenrothes-apart from being up early  Hope you have a wonderful &amp; blessed Sunday
0,@minnaeii OH COOLIO! AKU MAU TATTOO JUA but kami tidak boleh buat  where are you doing it? Miri?
4,@jeremydmiller ok... maybe not angry... just with very little sense 
0,Really don't wanna go to work... I'm burnt from yesterday 
0,Looks like i'm pretty much poor now. 
4,@Ddubs_Ky_Monkey Hope u have an amazing day today Monkey! U deserve it!  No cheating on DEW &amp; looking at THE PICTURE! lol Happy Bday! &lt;3
0,is a temperature of 37.5 bad? Hmmm 
4,@The_Sciolist @cybersybil 
4,Is dying over aaron right now OMG OMG OMG i think i licked the tv 
0,At Joni's house. Getting ready to go to graduation. I'll miss the seniors 
4,@illmindPRODUCER good lookin out homie!    yo illmeezy send me a few new heaterz fam  
4,2 hours and 15 mins till my weekend starts! Yeeeaaaahhhhh for me 
0,"Anyone know where I can get a .psd or a select box and input box? I found them before, but i can't locate them now "
0,@thebeatreview i think it's because of their utterly amazing concerts. the saturdays are stuck at38 and SEB not even top 20 
0,@JamilleHarley oh no! Now you're going to be an ugly wrinkled up old man.  I had such high hopes for a regal smooth skinned 50something J.
0,@youreyesdontlie we haven't talked today  i hope you're still on! i love you; xx
4,@therealbici took sum meds and a hot bath....much better! Thanks for checcin on me! 
4,@Astroair u r certainly welcome pal 
4,Soo BORED - i am bout to have tea.. jacket potato with cheese yummy scrumboes  x
0,"@nixsight  yes indeed, makes it a bitch to try and design universally "
0,"I've had a blasted cold for the last few days now, it's so bloody annoying.  Thank goodness I don't get them often."
0,@MeganCade I wish I could come too!!!  sad. UP looks so good!
0,@Elmo5242 Is it only for PS3? I can't find it looking on the PS Store with my PSP 
4,Leave it to my dad to ruin the entire day and make me cry  fuck you!
0,"LOOOL!! Jonasbrothersmusic , the youtube account got SUSPENDED!  Poor Them."
0,mother said no to a kitten 
4,Wordpress and WPMU *finally* merging codebases. YAY!  #wordcamp
4,Get ready for the launch  - http://bit.ly/qy9Y8
